# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-343 c,K2-343,c,Gaia DR2 685818492336147072,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.67697200,0.00001200,-0.00001200,0,,,,,2.020,0.100,-0.070,0,0.180,0.009,-0.006,0,,,,,,,,,,,,,,,,,,465,7,-7,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3804.00,93.00,-74.00,0,0.46,0.01,-0.01,0,0.49,0.01,-0.01,0,-0.100,0.180,-0.250,0,[Fe/H],4.80,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m48.52s,134.2021746,+21d30m09.68s,21.5026882,166.1690000,1.0470000,-1.0470000,16.0100000,0.1830000,-0.1830000,11.8550000,0.0230000,-0.0230000,15.1312000,0.0002910,-0.0002910,2021-08-23,2021-08,2021-08-23
K2-344 b,K2-344,b,Gaia DR2 685235991691684352,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.35585000,0.00009100,-0.00009300,0,,,,,1.590,0.100,-0.050,0,0.142,0.009,-0.004,0,,,,,,,,,,,,,,,,,,722,7,-10,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4374.00,38.00,-34.00,0,0.49,0.01,-0.01,0,0.51,0.01,-0.01,0,-0.950,0.020,-0.020,0,[Fe/H],4.76,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m26.76s,136.3614923,+21d40m06.92s,21.6685886,75.1691000,0.3067500,-0.3067500,13.4230000,0.1140000,-0.1140000,9.6620000,0.0250000,-0.0250000,12.7423000,0.0004670,-0.0004670,2021-08-23,2021-08,2021-08-23
K2-345 b,K2-345,b,Gaia DR2 685979983106267136,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,10.36743700,0.00002000,-0.00001900,0,,,,,2.110,0.200,-0.090,0,0.188,0.018,-0.008,0,,,,,,,,,,,,,,,,,,437,4,-5,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3779.00,30.00,-26.00,0,0.52,0.01,-0.01,0,0.56,0.01,-0.01,0,0.260,0.070,-0.070,0,[Fe/H],4.74,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m49.82s,132.7075876,+21d47m20.53s,21.7890367,162.4080000,0.8930000,-0.8840000,15.7200000,0.2000000,-0.2000000,11.4600000,0.0210000,-0.0210000,14.6951000,0.0003340,-0.0003340,2021-08-23,2021-08,2021-08-23
K2-346 b,K2-346,b,Gaia DR2 677884760027950080,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,26.20144600,0.00333100,-0.00312400,0,,,,,2.260,0.190,-0.100,0,0.202,0.017,-0.009,0,,,,,,,,,,,,,,,,,,450,5,-5,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4801.00,49.00,-49.00,0,0.70,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.180,0.080,-0.080,0,[Fe/H],4.60,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h23m56.76s,125.9864854,+22d39m47.61s,22.6632260,105.5800000,0.4870000,-0.4820000,11.9030000,0.0340000,-0.0340000,9.5010000,0.0230000,-0.0230000,11.6828000,0.0004340,-0.0004340,2021-08-23,2021-08,2021-08-23
K2-347 b,K2-347,b,Gaia DR2 678119333962115072,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.18725700,0.00002000,-0.00002100,0,,,,,2.410,0.110,-0.100,0,0.215,0.010,-0.009,0,,,,,,,,,,,,,,,,,,640,20,-21,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4599.00,178.00,-152.00,0,0.63,0.02,-0.02,0,0.66,0.03,-0.03,0,-0.260,0.170,-0.210,0,[Fe/H],4.65,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m29.44s,126.3726821,+23d17m50.66s,23.2974061,320.3360000,3.9550000,-3.8620000,15.1500000,0.0690000,-0.0690000,12.3000000,0.0230000,-0.0230000,14.8131000,0.0003860,-0.0003860,2021-08-23,2021-08,2021-08-23
K2-348 b,K2-348,b,Gaia DR2 690310993768911104,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,4.68841800,0.00011900,-0.00011700,0,,,,,3.260,0.220,-0.110,0,0.291,0.020,-0.010,0,,,,,,,,,,,,,,,,,,908,12,-11,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5077.00,40.00,-39.00,0,0.85,0.02,-0.02,0,0.83,0.02,-0.01,0,0.130,0.050,-0.050,0,[Fe/H],4.50,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m30.80s,130.8783479,+24d25m22.64s,24.4229559,201.8560000,1.5000000,-1.4790000,12.5720000,0.0460000,-0.0460000,10.3810000,0.0180000,-0.0180000,12.3271000,0.0001290,-0.0001290,2021-08-23,2021-08,2021-08-23
K2-348 c,K2-348,c,Gaia DR2 690310993768911104,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,12.55017100,0.00101800,-0.00105700,0,,,,,2.670,0.230,-0.110,0,0.238,0.021,-0.010,0,,,,,,,,,,,,,,,,,,655,7,-9,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5077.00,40.00,-39.00,0,0.85,0.02,-0.02,0,0.83,0.02,-0.01,0,0.130,0.050,-0.050,0,[Fe/H],4.50,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m30.80s,130.8783479,+24d25m22.64s,24.4229559,201.8560000,1.5000000,-1.4790000,12.5720000,0.0460000,-0.0460000,10.3810000,0.0180000,-0.0180000,12.3271000,0.0001290,-0.0001290,2021-08-23,2021-08,2021-08-23
K2-349 b,K2-349,b,Gaia DR2 3608708904525885440,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,9.03217800,0.00087400,-0.00087400,0,,,,,1.380,0.100,-0.070,0,0.123,0.009,-0.006,0,,,,,,,,,,,,,,,,,,518,5,-4,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4385.00,29.00,-31.00,0,0.49,0.00,0.00,0,0.54,0.01,-0.01,0,-0.660,0.040,-0.040,0,[Fe/H],4.78,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m23.92s,199.0996546,-14d26m41.08s,-14.4447454,453.5670000,7.1210000,-6.9070000,14.5850000,0.1490000,-0.1490000,12.2040000,0.0290000,-0.0290000,14.1826000,0.0003160,-0.0003160,2021-08-23,2021-08,2021-08-23
K2-35 b,K2-35,b,Gaia DR2 3810609819552494976,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2.39984000,0.00039000,-0.00039000,0,0.032000,0.000500,-0.000500,0,1.400,0.170,-0.170,0,0.125,0.015,-0.015,0,,,,,,,,,,,,,,217.40,25.50,-25.50,0,979,29,-29,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K4 V,4680.00,60.00,-60.00,0,0.72,0.04,-0.04,0,0.76,0.04,-0.04,0,0.040,0.040,-0.040,0,[Fe/H],4.56,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2017-12-12,2016-08,2016-07-07
K2-35 b,K2-35,b,Gaia DR2 3810609819552494976,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.39996400,0.00019800,-0.00020400,0,0.031000,0.001000,-0.001000,0,1.320,0.080,-0.080,0,0.118,0.007,-0.007,0,,,,,,,,,,0.130000,0.173535,-0.105654,0,211.00,37.40,-32.50,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0,0.70,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2020-10-15,2017-11,2020-10-22
K2-35 b,K2-35,b,Gaia DR2 3810609819552494976,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.39991000,0.00035000,-0.00035000,0,0.030600,0.001400,-0.001400,0,1.080,0.200,-0.200,0,0.096,0.018,-0.018,0,,,,,,,,,,,,,,132.00,43.00,-43.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4426.00,135.00,-135.00,0,0.60,0.09,-0.09,0,0.66,0.09,-0.09,0,,,,,,4.70,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2017-12-12,2016-09,2016-07-18
K2-35 c,K2-35,c,Gaia DR2 3810609819552494976,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,5.60906000,0.00055000,-0.00055000,0,0.053900,0.002400,-0.002400,0,1.690,0.290,-0.290,0,0.151,0.026,-0.026,0,,,,,,,,,,,,,,42.00,13.00,-13.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4426.00,135.00,-135.00,0,0.60,0.09,-0.09,0,0.66,0.09,-0.09,0,,,,,,4.70,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2017-12-12,2016-09,2016-07-18
K2-35 c,K2-35,c,Gaia DR2 3810609819552494976,0,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,5.60912000,0.00071000,-0.00071000,0,0.056400,0.000900,-0.000900,0,2.090,0.330,-0.240,0,0.186,0.029,-0.021,0,,,,,,,,,,,,,,70.10,8.20,-8.20,0,737,22,-22,0,0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,K4 V,4680.00,60.00,-60.00,0,0.72,0.04,-0.04,0,0.76,0.04,-0.04,0,0.040,0.040,-0.040,0,[Fe/H],4.56,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2017-12-12,2016-08,2016-07-07
K2-35 c,K2-35,c,Gaia DR2 3810609819552494976,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,5.60835200,0.00033500,-0.00033800,0,0.055000,0.002000,-0.002000,0,1.930,0.130,-0.110,0,0.172,0.012,-0.010,0,,,,,,,,,,0.120000,0.156754,-0.096124,0,68.00,12.10,-10.50,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0,0.70,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.5960000,2.4395000,-2.4395000,14.1660000,0.1720000,-0.1720000,11.4230000,0.0210000,-0.0210000,13.9152000,0.0003980,-0.0003980,2020-10-15,2017-11,2020-10-22
K2-350 b,K2-350,b,Gaia DR2 3606709167752821632,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,4.16387300,0.00002200,-0.00002300,0,,,,,1.540,0.150,-0.110,0,0.137,0.013,-0.010,0,,,,,,,,,,,,,,,,,,1158,29,-34,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5789.00,46.00,-50.00,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0,-0.020,0.030,-0.030,0,[Fe/H],4.39,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m08.52s,204.0355092,-14d00m33.31s,-14.0092516,489.3680000,6.0160000,-5.8750000,13.4490000,0.0920000,-0.0920000,11.7760000,0.0240000,-0.0240000,13.3115000,0.0003520,-0.0003520,2021-08-23,2021-08,2021-08-23
K2-350 c,K2-350,c,Gaia DR2 3606709167752821632,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,19.99194400,0.00012300,-0.00019400,0,,,,,2.740,0.250,-0.180,0,0.244,0.022,-0.016,0,,,,,,,,,,,,,,,,,,687,16,-18,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5789.00,46.00,-50.00,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0,-0.020,0.030,-0.030,0,[Fe/H],4.39,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m08.52s,204.0355092,-14d00m33.31s,-14.0092516,489.3680000,6.0160000,-5.8750000,13.4490000,0.0920000,-0.0920000,11.7760000,0.0240000,-0.0240000,13.3115000,0.0003520,-0.0003520,2021-08-23,2021-08,2021-08-23
K2-351 b,K2-351,b,Gaia DR2 3613442989278322432,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.80616400,0.00067300,-0.00062300,0,,,,,2.540,0.250,-0.190,0,0.227,0.022,-0.017,0,,,,,,,,,,,,,,,,,,934,28,-32,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5769.00,39.00,-37.00,0,1.05,0.07,-0.06,0,1.02,0.02,-0.02,0,0.080,0.020,-0.020,0,[Fe/H],4.40,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m36.54s,206.6522408,-11d48m17.85s,-11.8049588,694.7340000,15.5700000,-14.9140000,14.1950000,0.0920000,-0.0920000,12.4970000,0.0330000,-0.0330000,13.9854000,0.0003710,-0.0003710,2021-08-23,2021-08,2021-08-23
